 (-1.520718216770219E-002,0.136158877856718)
 (-1.990556993255041E-002,0.139708898162887)
 (8.456602690512599E-003,5.762189011739276E-002)
 (-1.990559397927617E-002,0.139708886601371)
 (-1.990546385567134E-002,0.139708770004156)
 (8.456772602915040E-003,5.762193596851420E-002)
 (-5.629912447055006E-003,0.101230935583781)
 (8.456652593065227E-003,5.762190205592321E-002)
 (1.199742868712189E-002,5.043933254311882E-002)
 (-1.610798898540785E-002,0.126358308905860)
 (-2.415689988815515E-003,9.223763302714746E-002)
 (-1.610806528577910E-002,0.126358261873675)
 (6.395060145225243E-003,7.571205438187782E-002)
 (1.199732382166905E-002,5.043927118267340E-002)
 (-1.610807864480639E-002,0.126358108523233)
 (1.199737229891362E-002,5.043920348013996E-002)
 (5.833371864467960E-002,-0.249302419407841)
 (5.061800763955873E-002,-0.226368832786124)
 (5.666102925116166E-002,-0.207393247190968)
 (5.061801834068114E-002,-0.226368903480942)
 (5.061803649329065E-002,-0.226368777333756)
 (5.666109600834108E-002,-0.207393188893485)
 (5.555676368811462E-002,-0.224185232531230)
 (5.666108088560450E-002,-0.207393301396213)
 (5.946361611530371E-002,-0.212978424011620)
 (4.985004366461353E-002,-0.217703377820555)
 (5.644790190633150E-002,-0.222835906947972)
 (4.985001166689180E-002,-0.217703349112363)
 (6.432321900520292E-002,-0.240235111035710)
 (5.946361782078704E-002,-0.212978614634750)
 (4.985002810439750E-002,-0.217703383292300)
 (5.946356876002681E-002,-0.212978430288943)
 (0.232504550910403,8.827313928712127E-002)
 (0.207550507855961,7.627973485250326E-002)
 (0.205762860489190,8.684152884815975E-002)
 (0.207550457786399,7.627969458206092E-002)
 (0.207550612798358,7.627981546869583E-002)
 (0.205762889441207,8.684159349654845E-002)
 (0.213784444989712,8.448996063061165E-002)
 (0.205762790164931,8.684151561745300E-002)
 (0.213241816105473,9.128478984123733E-002)
 (0.201380446270560,7.528794627185667E-002)
 (0.214357832665205,8.600170212885641E-002)
 (0.201380509299635,7.528792639664073E-002)
 (0.236358369637690,9.843343934279386E-002)
 (0.213241652543517,9.128468149150153E-002)
 (0.201380578519181,7.528792325499964E-002)
 (0.213241795334322,9.128476203989740E-002)
 (5.768328352616539E-002,4.945449728071821E-002)
 (3.390551538392401E-002,3.922325626125992E-002)
 (0.111929278915787,6.080929357301294E-002)
 (3.390550181118915E-002,3.922328231638927E-002)
 (3.390569664659387E-002,3.922325549282431E-002)
 (0.111929325986332,6.080913913638136E-002)
 (7.624348162014877E-002,5.196829326312496E-002)
 (0.111929304925924,6.080924370125931E-002)
 (0.124980103261785,6.553397487254325E-002)
 (4.180310570035630E-002,4.055000815835798E-002)
 (8.541860450867589E-002,5.461875961873511E-002)
 (4.180309954170276E-002,4.055010770926632E-002)
 (0.119352280016044,6.727013018458272E-002)
 (0.124980094418678,6.553409234082806E-002)
 (4.180325844941621E-002,4.055022982470725E-002)
 (0.124980125285322,6.553408026060871E-002)
 (0.356297443744857,-0.139330408809528)
 (0.196102771627084,-7.741590806785839E-002)
 (-3.964848342239504E-002,1.381443459026577E-002)
 (0.196102867979011,-7.741591944406037E-002)
 (0.196102392139877,-7.741570402986997E-002)
 (-3.964864156839999E-002,1.381461409347056E-002)
 (-0.203275104543417,7.770864355904750E-002)
 (-3.964866143504479E-002,1.381456863244871E-002)
 (8.727328698926437E-003,-1.822219737941618E-003)
 (-0.223327279424587,8.791707532829147E-002)
 (-0.315139310472260,0.122838890455175)
 (-0.223327168791572,8.791694915168533E-002)
 (0.175707846506184,-6.647473725413892E-002)
 (8.727507154908618E-003,-1.822433989438456E-003)
 (-0.223326779517366,8.791669112720320E-002)
 (8.727518920086792E-003,-1.822482312044341E-003)
 (-0.212313649854025,0.118804378261601)
 (-0.157104660180003,8.668632352671335E-002)
 (-6.959703773873492E-002,3.610795929549188E-002)
 (-0.157105016932522,8.668644519751152E-002)
 (-0.157104333989997,8.668618459392180E-002)
 (-6.959654832488883E-002,3.610796869164468E-002)
 (2.281875532671193E-002,-1.575951746793639E-002)
 (-6.959687464991754E-002,3.610798437017442E-002)
 (8.254434263890868E-002,-4.351999000702053E-002)
 (0.165324107019206,-9.152915123849183E-002)
 (0.165890556058887,-9.349301770381591E-002)
 (0.165323773254758,-9.152918824536908E-002)
 (1.865635932252258E-002,-6.686795693950186E-003)
 (8.254425062320547E-002,-4.352004866589086E-002)
 (0.165323456112330,-9.152912005625512E-002)
 (8.254386269852669E-002,-4.352000012620173E-002)
 (-1.976204820102251E-002,1.496344161375816E-003)
 (-9.311398721891388E-002,-6.104221089981023E-003)
 (-0.188272261644250,-1.621218886678037E-002)
 (-9.311343023745886E-002,-6.103981971420395E-003)
 (-9.311356935597512E-002,-6.104147381825839E-003)
 (-0.188272472510439,-1.621244347877508E-002)
 (-0.189591271652838,-1.777533257206335E-002)
 (-0.188272004920941,-1.621221511420643E-002)
 (0.178794363921426,1.513968219115269E-002)
 (7.827059061954603E-002,4.612289853607589E-003)
 (-2.726043898314328E-002,-5.092662873604177E-003)
 (7.827109082580956E-002,4.612488128122706E-003)
 (0.242298601980744,2.197074445090749E-002)
 (0.178794012047719,1.513958332890074E-002)
 (7.827060456145482E-002,4.612443317306024E-003)
 (0.178794594020899,1.513975279152178E-002)
 (0.187545991056306,-1.089909446677428E-002)
 (8.713140351285691E-003,-1.892551832573345E-003)
 (-0.239768781447152,1.072339267298408E-002)
 (8.712962416087022E-003,-1.892615070692147E-003)
 (8.712596873935337E-003,-1.892549528446960E-003)
 (-0.239769132323290,1.072349909116052E-002)
 (-0.337844082768282,1.624784154584403E-002)
 (-0.239769173374022,1.072340451680838E-002)
 (0.210629139845992,-9.218690249807380E-003)
 (-4.183632078812798E-002,3.541773846749711E-003)
 (-0.217297671791215,1.187388656042249E-002)
 (-4.183653800735764E-002,3.541681990254841E-003)
 (0.382149018124662,-1.795966603684765E-002)
 (0.210629600289770,-9.218600094744577E-003)
 (-4.183603387753312E-002,3.541737462936743E-003)
 (0.210629604613778,-9.218646236966952E-003)
 (7.014270678190433E-008,-6.159418942209650E-007)
 (9.513556557593442E-002,-0.176802892375397)
 (5.353081488415035E-002,9.893291864203013E-002)
 (-4.404556847005158E-002,0.203976065938053)
 (-5.109003501807027E-002,-2.717348983010426E-002)
 (-5.109232409123637E-002,-9.900860492520394E-002)
 (-4.147221851946671E-007,6.857871872181427E-007)
 (-2.438836989905554E-003,7.624690259137138E-005)
 (-5.325002063034640E-002,-9.621320521055170E-002)
 (4.733629618011517E-002,-0.208231767311311)
 (-1.637070142036526E-007,7.680162868054605E-007)
 (-9.855177160339609E-002,0.183298135248535)
 (2.578322720236168E-007,-7.583026330719602E-007)
 (5.463581119142807E-003,-5.859889856622845E-003)
 (5.121559289984520E-002,2.493419771598130E-002)
 (4.778693945620763E-002,0.102072510498611)
 (-1.844226031869275E-007,-6.301445902766192E-007)
 (-0.117573424079465,0.320364866871891)
 (5.727596897610395E-002,0.170806223211623)
 (0.136511438414213,-0.201037802244449)
 (-1.893812334836201E-002,-0.119328085711463)
 (-0.171690337635080,0.144557068366851)
 (3.598034877593386E-007,2.640277112528582E-008)
 (0.114414652370727,-0.315363667910787)
 (-5.580633351834145E-002,-0.168480654139634)
 (-0.135909141854890,0.203694587139856)
 (2.168398089918434E-007,6.461768171042975E-007)
 (0.118149668327216,-0.321816867562030)
 (-1.970377435943531E-007,-4.501164863545594E-008)
 (-0.114088821982908,0.314344499989877)
 (1.775953161748672E-002,0.118123080769622)
 (0.169894918831883,-0.145863379101703)
 (1.362904833422337E-007,3.270160791354748E-007)
 (2.088109280560511E-002,-8.470577169497868E-002)
 (-2.439041959208289E-002,-0.208293908769347)
 (3.278206611447774E-002,2.087951522320080E-002)
 (-5.366322289975991E-002,6.382660634711272E-002)
 (-3.196749867524755E-002,0.117249374656713)
 (3.145410332681956E-009,1.486143558409253E-007)
 (5.635780997900373E-002,9.104488130264718E-002)
 (2.174428210700704E-002,0.202784503157305)
 (-3.294071053356226E-002,-2.548449416351205E-002)
 (-1.727305061575652E-008,-5.739096256907414E-007)
 (-2.349292039724983E-002,8.483868006978373E-002)
 (2.616799595255037E-007,2.398720681214405E-007)
 (-5.361829802038903E-002,-9.049577214670773E-002)
 (5.643378823368125E-002,-5.935498201721991E-002)
 (3.187424662025919E-002,-0.112288936706251)
 (4.692485938888357E-007,9.247576865603985E-007)
 (-0.131035812476845,8.176459467132871E-003)
 (-0.191363505313424,-0.339019633720652)
 (-3.265678848690522E-002,-0.231628316795553)
 (0.163693458152356,0.223453199021761)
 (2.262486803391676E-002,0.298608572403672)
 (-1.029935056257984E-007,-4.271542082349270E-007)
 (0.168739140347666,4.041139874153113E-002)
 (0.189740121906190,0.333965525074631)
 (3.311648693042465E-002,0.230367683238662)
 (-6.812151282334850E-007,-9.254372160587737E-007)
 (0.130328763704130,-9.799378506472166E-003)
 (8.283478711724550E-008,1.865143048777389E-007)
 (-0.166872194859252,-3.866957694322774E-002)
 (-0.163446189080413,-0.220569304191539)
 (-2.286825028080607E-002,-0.295296261703830)
 (-6.894955465169428E-007,-3.610755110074112E-007)
 (0.117277161890407,0.148738999686762)
 (0.261252105899941,0.125074597562803)
 (0.265101088513611,-7.196673155666247E-003)
 (-0.382379031340785,-0.141542893386839)
 (-0.187654282706808,-7.468969753676235E-003)
 (6.867006549359116E-007,1.808254397226967E-007)
 (-7.359762106804428E-002,-0.117605897980186)
 (-0.264236470897718,-0.125144394568488)
 (-0.268701743224597,7.705650765673666E-003)
 (7.390594589550859E-007,4.261443585126710E-007)
 (-0.119178238380574,-0.150355940061681)
 (-4.209824517137677E-007,-1.336820828147102E-007)
 (7.475115936875587E-002,0.118183536275574)
 (0.387880693722630,0.142650823539611)
 (0.189485142646187,6.960939329923560E-003)
 (-6.629982555265556E-008,-2.185873618001626E-007)
 (-8.273935243542710E-002,-4.506423384731411E-002)
 (-5.012347735264937E-002,5.001447600812130E-002)
 (-0.131632239724285,4.255242176608243E-002)
 (0.214371051117061,2.511357405178453E-003)
 (2.030131483756488E-002,-3.186434590759361E-002)
 (-3.794869167251278E-007,-2.584336392174771E-007)
 (2.982138247911014E-002,-1.815073012237776E-002)
 (5.531093382332448E-002,-4.810769961199717E-002)
 (0.135805288065485,-4.307318099895823E-002)
 (3.537275285334297E-007,2.084061200519741E-007)
 (8.480405843461679E-002,4.731433401952007E-002)
 (3.333008749527355E-007,6.127785443897859E-009)
 (-3.144152641547086E-002,1.601345312047642E-002)
 (-0.220608789206096,-4.240754739814266E-003)
 (-2.386875078725663E-002,3.209453711107747E-002)
 (-1.144909347111284E-007,-1.121524156851699E-007)
 (0.123650661891757,-0.296695476880891)
 (5.363471107490004E-002,-3.383861597338088E-002)
 (-2.535748457200260E-002,0.266618794013354)
 (-9.829297592207624E-002,3.007659678498011E-002)
 (8.587173754065160E-002,-0.273361146738774)
 (4.814476353726168E-007,-3.446987857378064E-007)
 (-0.139505843169135,0.307199508727299)
 (-5.489514712807001E-002,3.358851111221197E-002)
 (2.347898286363938E-002,-0.267469917728672)
 (1.067835082101645E-007,8.197162764084844E-008)
 (-0.123628947423211,0.297544521770223)
 (-4.296893789371797E-007,-6.312240953684587E-008)
 (0.138463561904807,-0.305703356384263)
 (0.100149762003242,-3.007427929296444E-002)
 (-8.356905711213922E-002,0.272115082192239)
 (2.852443118809030E-007,-4.747238037017661E-007)
 (2.261854555595572E-002,-1.508784058216707E-002)
 (-4.783749143136664E-002,-1.937546050893279E-002)
 (-0.100112154986244,1.950803027544686E-002)
 (7.749358381850541E-002,-4.420573598115991E-003)
 (0.127452514559063,-0.184288890733511)
 (-2.967996975083640E-007,6.668445662572364E-007)
 (-7.961541174279854E-002,0.203664849779217)
 (4.862871856662673E-002,1.852394080914729E-002)
 (9.961964178680882E-002,-1.419350877480904E-002)
 (-9.719562814788092E-008,5.201396062391217E-007)
 (-2.084390441560263E-002,8.976587856905785E-003)
 (4.250334965353716E-007,-5.073450674412183E-007)
 (7.745145031829409E-002,-0.196729019064030)
 (-7.877574857995526E-002,5.217113715338515E-003)
 (-0.126079759517526,0.178204540912062)
 (0.184415383729549,-0.238059985144497)
 (6.358794079341565E-002,-5.346269645871169E-002)
 (3.362119566346541E-002,1.094486401612723E-003)
 (6.358821333437047E-002,-5.346334671827177E-002)
 (6.358783148579229E-002,-5.346195419659013E-002)
 (3.362033285382444E-002,1.096075054261888E-003)
 (-9.083824481811890E-002,0.229757745580694)
 (3.362053004546389E-002,1.095871879720113E-003)
 (-1.786118032012675E-002,-1.975842357649771E-002)
 (-5.889731409485431E-002,3.938025062617594E-002)
 (-0.232820103306836,0.288510618955608)
 (-5.889675061456081E-002,3.937965061114120E-002)
 (8.800693135665025E-002,-0.198166462823670)
 (-1.786040096131245E-002,-1.975960807827884E-002)
 (-5.889648114670266E-002,3.937895954829634E-002)
 (-1.786012616078378E-002,-1.975980346504707E-002)
 (0.184744999235362,-0.264922292172221)
 (8.585965974121298E-002,-0.151693441862215)
 (6.812794699951460E-002,-0.142111575667607)
 (8.585965332678826E-002,-0.151692699574066)
 (8.585916622422896E-002,-0.151692807494725)
 (6.812704721296961E-002,-0.142110588290443)
 (-3.910613602949562E-003,-0.106687775922565)
 (6.812712775972160E-002,-0.142110010151288)
 (-5.103959309021844E-002,0.115929293125206)
 (-8.737512406797973E-002,0.161879170539408)
 (-0.242550490271625,0.359827509758061)
 (-8.737532536337056E-002,0.161879980429881)
 (2.270059897991455E-002,5.185629460371191E-002)
 (-5.103872242938670E-002,0.115927890308431)
 (-8.737488022637542E-002,0.161879351978763)
 (-5.103862843994764E-002,0.115928421813740)
 (-5.522884583086898E-002,-1.241323828260040E-002)
 (-0.104091988806473,7.217610213779103E-002)
 (-0.142285126881004,0.116595518728959)
 (-0.104092153938402,7.217639843369263E-002)
 (-0.104092368815786,7.217655070902709E-002)
 (-0.142284600275991,0.116595457254084)
 (-0.307068989337950,0.306617330088643)
 (-0.142285180252458,0.116596095784828)
 (0.132572331466791,-0.113168400308326)
 (0.126540954101212,-9.393599961058077E-002)
 (0.105481711295310,-1.647221746390044E-002)
 (0.126540706863709,-9.393576060484386E-002)
 (0.224906766891593,-0.231803018629058)
 (0.132572349554293,-0.113168657233834)
 (0.126541026696828,-9.393615221662442E-002)
 (0.132571954383809,-0.113168026220293)
 (-0.177786706098282,0.124123738470419)
 (-2.279799834608572E-002,-1.377296455144298E-002)
 (2.744584895892646E-002,-6.531680448832315E-002)
 (-2.279838285359335E-002,-1.377230311534138E-002)
 (-2.279772946015899E-002,-1.377278893737145E-002)
 (2.744692764102599E-002,-6.531732838886462E-002)
 (0.238909462388267,-0.283487220115895)
 (2.744625584675054E-002,-6.531630988805626E-002)
 (-4.037906267487235E-002,7.260297826995997E-002)
 (7.476403348171299E-003,3.279635546401927E-002)
 (0.208262444948126,-0.132918425479209)
 (7.476127140129344E-003,3.279708538031487E-002)
 (-0.198597208903779,0.226365437649720)
 (-4.037933388931544E-002,7.260290581301987E-002)
 (7.475924148724696E-003,3.279701983099911E-002)
 (-4.037978458921080E-002,7.260383990125124E-002)
 (2.255458242836821E-007,-2.180278996019816E-007)
 (-0.371612782320186,0.115009524401629)
 (-5.455165192895502E-004,-1.751097608935919E-003)
 (0.390806028294860,-0.120930376482508)
 (-1.919309714515165E-002,5.920669653457108E-003)
 (-5.059056156564032E-004,5.266725896062357E-003)
 (-1.723763373222266E-007,1.591795378563935E-007)
 (1.051311143734866E-003,-3.515558888476667E-003)
 (-7.489952548358234E-004,-1.712397649955079E-003)
 (0.385909541863028,-0.119467592954137)
 (1.961265385669064E-007,-3.068537965885067E-008)
 (-0.366962596791328,0.113603085276499)
 (-2.242548672198594E-007,1.588196684397406E-007)
 (-2.740497323410007E-003,-2.381990313216407E-003)
 (-1.894679733366444E-002,5.864364766461375E-003)
 (3.489185146490638E-003,4.094609938129224E-003)
 (6.811120187080226E-008,-2.694832406759688E-007)
 (0.270542971445189,-0.124635003744821)
 (-1.195216317492620E-003,-2.086723134099194E-003)
 (-0.284509576065049,0.131073531828209)
 (1.396632256915634E-002,-6.438549386831479E-003)
 (4.101053165072079E-003,5.130046109595292E-003)
 (3.174804340257503E-007,-9.766225985702458E-009)
 (-2.905754761281557E-003,-3.043296851220413E-003)
 (-1.067305794537464E-003,-2.178760433197476E-003)
 (-0.280983148954939,0.129376950566517)
 (9.857711461522412E-009,1.404027388784694E-008)
 (0.267179476214753,-0.123040538296084)
 (3.883919532320107E-007,-6.218974179101165E-008)
 (-1.719424348909259E-004,-4.357588687453473E-003)
 (1.380336050750775E-002,-6.336391185978948E-003)
 (1.239268483173953E-003,6.536542332304386E-003)
 (-2.015330056556058E-009,-3.927784513252488E-007)
 (5.213715067001614E-003,-2.286509835158711E-003)
 (-7.221970068564777E-002,-0.167870369126954)
 (-4.029091314117592E-003,4.468940848774461E-003)
 (-1.184802056921608E-003,-2.182202022927297E-003)
 (0.137785712409362,0.320229114293811)
 (3.432389971817843E-007,-4.684882844002642E-007)
 (-6.556598577543878E-002,-0.152358339523694)
 (-7.314140914326879E-002,-0.170007116889578)
 (-5.389295039587978E-003,1.133983257762249E-003)
 (-5.834367676356380E-008,-3.770018858842112E-007)
 (5.819502807581278E-003,-6.976146719404457E-004)
 (6.636443199033980E-008,-5.345146670597635E-007)
 (-6.633838104385485E-002,-0.154300769931437)
 (-4.304989462936819E-004,-4.360360468795915E-004)
 (0.139479971940681,0.324308209841314)
 (-2.695802490542774E-007,-3.865874457733173E-007)
 (-4.649476735468821E-003,7.142230274049879E-004)
 (-0.122247338096766,-0.204988178038922)
 (4.546331878801489E-003,-5.499049403011345E-004)
 (1.034495212130088E-004,-1.645356084459427E-004)
 (0.233160129695778,0.391043383745660)
 (-4.604448226175440E-007,3.219917958886082E-007)
 (-0.110912528499843,-0.186054897937176)
 (-0.123785990543662,-0.207571665420775)
 (2.101901282224719E-003,-4.546909313941095E-003)
 (-2.555144558395282E-007,-3.718212928942446E-007)
 (-3.455392418114433E-003,2.610180344633522E-003)
 (-3.888791090261177E-007,1.393628325881453E-007)
 (-0.112357080381891,-0.188390933046905)
 (1.353916432782702E-003,1.936538253053733E-003)
 (0.236143375359127,0.395963071973441)
 (3.166342742638784E-007,-1.904002305247799E-007)
 (1.505283450420941E-003,4.400366573577849E-003)
 (-0.214488459830152,-0.205473941668694)
 (1.317270189884361E-003,1.334587332992652E-003)
 (-2.822619387879264E-003,-5.734305582797925E-003)
 (-7.034379772377682E-003,-6.764532088128009E-003)
 (9.271027746622276E-008,-7.583055175953019E-007)
 (0.221522589108897,0.212238585712532)
 (-0.217218962406834,-0.208120786475969)
 (1.372759958003560E-003,1.387412677381174E-003)
 (2.643374650398805E-007,-1.079660892662267E-007)
 (-7.818752551625461E-004,2.172054106258284E-003)
 (5.852417740427023E-008,-5.941999532926878E-007)
 (0.224328147032389,0.214956850762185)
 (-5.908037561531253E-004,-3.558545025611451E-003)
 (-7.109610865070201E-003,-6.836073093309152E-003)
 (-7.533380589380241E-008,-1.824571385229529E-007)
 (1.098821336053762E-003,-1.222259688105557E-003)
 (-0.312890737540099,-0.229352980989317)
 (-1.219175326718547E-003,-9.437155563346092E-004)
 (1.200775496465164E-004,2.165379461425262E-003)
 (-1.024959010175989E-002,-7.541822941363784E-003)
 (2.692354106670389E-007,5.901763344917501E-007)
 (0.323140383517768,0.236895017289901)
 (-0.316830503416473,-0.232219540111212)
 (-1.099004120539815E-003,-8.547669579020609E-004)
 (-5.700451251042351E-008,-2.359834983611875E-007)
 (-2.223676588746976E-003,-3.632583617964334E-003)
 (3.425908957424382E-007,3.952936323936570E-007)
 (0.327221666985995,0.239866308831238)
 (3.322298593171621E-003,4.486738721234985E-003)
 (-1.039117703611091E-002,-7.646431389561504E-003)
 (1.495510031935942E-007,-3.314450865706905E-007)
 (-0.236670984878807,7.332209786637628E-002)
 (-5.155635690983403E-003,2.896963422076419E-003)
 (-0.203465635271608,6.304810597588356E-002)
 (0.440134859772130,-0.136369496601478)
 (2.151995796467499E-003,-2.167925784981768E-004)
 (1.646580528780270E-006,-6.420635148283215E-007)
 (3.003570597315993E-003,-2.679841852044058E-003)
 (-7.137772446930164E-004,1.537023475418802E-003)
 (-0.200935610618140,6.225951881917083E-002)
 (-4.873693625265403E-008,-4.015343206948455E-007)
 (-0.233733194828867,7.242985911141520E-002)
 (2.009611294666843E-006,-7.688412873565584E-007)
 (6.183792898567320E-004,-1.962931453784808E-003)
 (0.434667267200762,-0.134688760269308)
 (9.604291436840343E-005,4.260581833470489E-004)
 (-9.552790521858655E-008,-1.206233500596679E-007)
 (0.172318967510331,-7.944210121577069E-002)
 (-1.838078479599086E-003,2.632221463377463E-003)
 (0.148139541242689,-6.828320349233806E-002)
 (-0.320456908853229,0.147724756301128)
 (7.424661295497316E-004,2.759020430886916E-004)
 (-1.526758675825573E-006,4.334622396539520E-007)
 (1.095483109626897E-003,-2.907780107038773E-003)
 (-5.142963429595582E-003,4.178067972237928E-003)
 (0.146273887270500,-6.742953815469642E-002)
 (4.190146258432807E-008,-3.868913569290392E-007)
 (0.170146428722915,-7.841589517345142E-002)
 (-1.829296721885862E-006,5.208495667911082E-007)
 (2.873822121812881E-003,-3.757934517028480E-003)
 (-0.316418853635921,0.145845037844184)
 (2.268710371796559E-003,-4.197175392976135E-004)
